Avg.Latency,Avg.Packetloss,misc_fact1,misc_fact2,misc_fact3,misc_fact4,misc_fact5,sw_fact1,sw_fact2,sw_fact3,sw_fact4,Domain Regn. date,Domain Existance date,Orgn.Regn.date,Avg.Throughput,hw_fact1,hw_fact2,hw_fact3,Sum_Desc
403,1.39730068181804,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2002-08-27,2004-05-04,2002-08-12,16.9947319251453,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
607,1.81054109162825,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-08-23,2015-04-07,2013-12-09,21.8946686943867,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
508,2.03286136082656,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-06-08,2010-06-12,2009-09-27,155.222589836669,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
20,1.00511112297174,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-07-28,2017-09-05,2017-01-27,41.4491057970449,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
243,2.83194802022891,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-07-03,2005-01-10,2001-12-22,64.7020686530801,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
429,2.62861015597813,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2011-08-23,2013-01-03,2010-05-03,23.3183726719451,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
41,0.792630285072047,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1998-08-07,2000-06-03,1998-05-09,51.2190579508844,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
582,1.07946506773367,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2015-08-31,2016-03-13,2015-02-28,158.276870896408,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
218,1.65612211092907,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2015-11-27,2017-05-15,2015-08-29,93.5761163046656,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
251,1.54796550198814,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-11-06,2005-12-06,2004-10-07,92.987313170689,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
32,0.294901974684774,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2000-11-29,2001-03-20,1999-01-22,33.7924620955908,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
573,1.29507775208901,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2002-08-01,2004-05-08,2001-05-07,41.4759469520777,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
219,1.18574046585454,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2006-06-28,2007-11-03,2006-01-26,36.3635019234722,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
791,2.75637968162553,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2009-03-18,2009-09-05,2008-08-06,19.1426062785351,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
57,1.09991765513246,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2001-11-26,2002-10-09,2000-02-21,43.8880939755368,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
354,1.3332101604969,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2014-05-09,2015-03-10,2014-03-06,96.5589841895226,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
367,2.64325695385885,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2001-11-21,2003-01-28,2000-06-03,107.024511852812,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
270,0.423587118952208,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2018-01-03,2018-07-05,2016-08-03,115.149052244224,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
171,2.92858530976474,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2000-02-28,2000-11-15,1999-10-19,46.7911491944866,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
319,2.73898851769015,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2017-03-23,2018-01-31,2016-02-01,50.2940420195553,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,NoAnomaly
777,2.15816340287064,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-01-08,2003-10-08,2001-04-29,65.7140326342894,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
242,1.74783845921556,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,1999-01-07,1999-09-13,1998-01-28,129.613846372514,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
411,1.66979148106023,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2013-01-27,2013-07-31,2011-09-08,41.119027945737,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
579,1.58480037110255,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-07-15,2017-11-14,2015-10-27,87.7359894352261,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
531,1.20338357346268,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2010-05-17,2011-08-10,2008-06-27,23.0618770506786,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
554,0.030907400840044,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2011-08-31,2013-01-26,2010-09-25,187.814854947553,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
414,2.68806115316039,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2007-01-15,2007-06-16,2005-05-16,102.878993581617,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
51,1.57235171445721,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2019-02-23,2020-06-26,2017-07-24,68.4093639406158,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
362,0.134686060333129,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-03-30,2011-02-04,2008-06-14,92.3888113292559,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
80,0.545941794764698,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-05-21,2001-04-02,1999-02-04,47.0497749396124,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
312,1.60823575945058,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-01-16,2006-06-03,2003-06-04,34.5357805832742,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
201,0.291179779117819,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-08-23,2011-03-29,2010-08-20,127.119520467839,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
294,2.13107354385242,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-01-26,2011-04-13,2008-06-24,115.367668451956,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
98,2.26019567761184,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2012-01-29,2013-11-23,2010-11-15,27.8013295997784,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
27,0.330594140119113,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-11-18,2007-01-22,2005-11-14,154.682220855545,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
53,1.61534972255482,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2016-02-22,2017-08-05,2014-06-05,101.439472688774,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
402,2.36657201802175,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2004-08-12,2005-01-02,2003-04-30,34.8603982122579,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
311,0.609084941250692,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2003-11-23,2004-10-11,2002-06-01,73.7555512858423,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
62,2.97476089909124,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-01-01,2016-04-03,2014-12-31,56.8671962943309,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
575,1.70859002476815,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2012-06-20,2013-01-31,2011-11-03,24.600473974249,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
247,2.73670958710871,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2011-01-15,2012-10-18,2009-05-09,96.5706003387045,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
172,0.694569135946214,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-09-28,2000-03-06,1998-06-27,60.9036005208663,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
276,2.25613485576839,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2002-07-23,2003-11-08,2001-12-07,43.4949666221917,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
769,1.27466936917342,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2001-04-21,2001-12-22,2000-10-15,91.1808873380957,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
209,1.71641720377877,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2019-01-24,2020-07-13,2017-06-21,44.6642403896152,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
570,2.01593785360746,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2006-06-24,2007-11-23,2004-11-02,105.077089875385,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
247,1.65294410938431,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2008-05-12,2008-11-09,2008-02-10,112.19705228405,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
25,0.691050668996866,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2008-10-06,2009-06-28,2008-06-21,89.3458378432484,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
542,2.83139569481486,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-12-29,2001-08-01,2000-12-10,67.2312299332994,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
121,0.686583717655621,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-10-14,2007-07-15,2004-09-05,62.5826586249091,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
152,1.41276719755808,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2004-06-25,2004-07-12,2003-07-18,81.5359723903909,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
128,2.87080062642412,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-05-25,2009-12-19,2008-08-02,91.271417686978,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
129,0.265037424578325,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2005-09-27,2007-06-02,2004-06-23,109.536283318607,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
730,1.82546589811753,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2006-07-12,2008-01-21,2005-06-29,28.8312232672672,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
743,1.65916471872754,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2010-11-07,2011-01-10,2010-07-27,39.7776944230561,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
99,1.12331810572927,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2002-03-13,2003-04-14,2001-03-20,100.314605657745,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
191,0.194087209458338,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2001-07-04,2002-12-24,2000-02-22,150.688026539299,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
329,0.806831975039075,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-07-20,2000-05-30,1998-11-16,120.890534501949,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
330,0.858995335432869,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-04-29,2015-11-15,2013-05-01,47.1638660979023,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
255,1.17847643691922,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2004-10-15,2006-04-22,2003-02-21,91.4586536180967,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
138,2.25356166897046,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-05-31,2012-03-07,2010-10-05,159.528948283897,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
387,2.37417058597269,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,1999-04-15,1999-06-19,1999-01-27,63.243556072423,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
650,1.82075344461172,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2006-11-02,2007-04-18,2006-07-06,140.420094308802,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
761,0.617086171546505,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2009-01-24,2009-10-02,2007-09-07,78.0538122554018,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
644,1.37955831042785,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2008-11-02,2009-05-19,2007-01-20,110.81201818593,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
243,1.52296173837209,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-04-10,2005-09-14,2004-09-18,118.472625111761,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
529,2.2401121027468,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-07-17,2007-06-04,2005-02-11,69.1559438892989,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
487,0.450831652863159,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2016-01-05,2017-02-19,2015-11-20,107.267145736618,Hardwarecompatiability,GoodRouter,ManyDevices,NoAnomaly
198,0.435026994205229,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-01-23,2018-03-08,2015-03-21,104.422042379974,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
617,0.46445557622383,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-10-26,2004-10-03,2002-10-29,85.5420258581061,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
